abandon,"n. 放任；狂热
vt. 遗弃；放弃"
hoop,"n. 箍；铁环；呼呼声
vt. 加箍于；包围
vi. 发呼呼声"
hoover,"n. 吸尘器
v. 用吸尘器打扫"
horseback,"n. 马背；峻峭的山脊
adv. 在马背上
adj. 性急的；草率的；未经充分考虑的"
horsehair,n. 马毛；马鬃
horseman,n. 骑马者；马术师
horsepower,n. 马力（功率单位）
horseracing,n. 赛马运动
horsewhip,"n. 马鞭
vt. 用马鞭抽打；惩罚"
hose,"n. 软管；长筒袜；男性穿的紧身裤
vt. 用软管浇水；痛打"
hostel,n. 旅社，招待所（尤指青年旅社）
hostess,n. 女主人，女老板；女服务员；舞女；女房东
hotline,n. 热线；热线电话，咨询电话
hound,"n. 猎犬；卑劣的人
vt. 追猎；烦扰；激励"
houseboat,"n. 游艇；居住船
vi. 居住在船上；乘居住船游览"
housebreaker,n. 强盗，侵入家宅者；拆屋者
housekeeper,n. 女管家；主妇
housemaid,n. 女佣，女仆
housing,n. 房屋；住房供给； 外壳；遮盖物；机器等的防护外壳或外罩
hovercraft,n. 气垫船
hull,"n. 船体；（果实的）外壳
vt.  去壳"
humankind,n. 人类（总称）
humanly,adv. 以人力；像人地；在人力所能及的范围
hurried,"v. 催促；匆忙进行；急派（hurry的过去分词）
adj. 匆忙的；草率的"
hut,"n. 小屋；临时营房
vt. 使住在小屋中；驻扎
vi. 住在小屋中；驻扎"
hydroelectric,adj. 水力发电的；水电治疗的
hygiene,n. 卫生；卫生学；保健法
hymn,"n. 赞美诗；圣歌；欢乐的歌
vt. 唱赞美歌
vi. 唱赞歌"
hyphen,"n. 连字号
vt. 以连字号连接"
hypocrite,n. 伪君子；伪善者
hysterical,adj. 歇斯底里的；异常兴奋的
iceberg,n.  冰山；显露部分
idiot,n. 笨蛋，傻瓜；白痴
illegal,"n. 非法移民，非法劳工
adj.  非法的；违法的；违反规则的"
illogical,adj. 不合逻辑的；不合常理的
imaginable,adj. 可能的；可想像的
imaginary,adj. 虚构的，假想的；想像的；虚数的
imagination,n.  想象力；空想；幻想物
imaginative,adj. 富于想象的；有创造力的
immoral,adj. 不道德的；邪恶的；淫荡的
immortal,"n. 神仙；不朽人物
adj. 不朽的；神仙的；长生的"
impossibility,n. 不可能；不可能的事
improbable,adj. 不大可能的，未必确实的；不可信的；未必会发生的
improper,adj. 不正确的，错误的；不适当的；不合礼仪的
impure,adj. 不纯的；肮脏的；道德败坏的
inability,n. 无能力；无才能
inaction,n. 不活动；迟钝
inadequate,adj. 不充分的，不适当的
inappropriate,adj. 不适当的；不相称的
incapable,adj. 不能的；无能力的；不能胜任的
incompetent,"n. 无能力者
adj. 无能力的，不胜任的；不合适的；不适当的；无力的"
incomplete,adj. 不完全的； 不完备的
incomprehensible,adj. 费解的；不可思议的；无限的
inconsistent,adj. 不一致的；前后矛盾的
inconvenience,"n. 不便；麻烦
vt. 麻烦；打扰"
inconvenient,adj. 不便的；打扰的
increasingly,adv. 越来越多地；渐增地
incurable,"n. 患不治之症者，不能治愈的人
adj. 不能治愈的；无可救药的"
indebted,"adj. 负债的；感激的；受惠的
v. 使负债；使受恩惠（indebt的过去分词）"
indecent,adj. 下流的；不礼貌的；不得体的
indefensible,adj. 站不住脚的；不能防卫的；无辩护余地的
indefinable,"n. 难下定义的事物；难以确切描述的事物
adj. 难下定义的；难确定的；模糊不清的"
indefinite,adj. 不确定的；无限的；模糊的
indirect,adj. 间接的；迂回的；非直截了当的
industrial,"n. 工业股票；工业工人
adj. 工业的，产业的；从事工业的；供工业用的；来自勤劳的"
industrious,adj. 勤勉的
ineffective,adj. 无效的，失效的；不起作用的
inefficient,adj. 无效率的，效率低的；无能的
inequality,n. 不平等；不同；不平均
inexact,adj. 不精确的；不严格的；不正确的
inexperienced,adj. 无经验的；不熟练的
infertile,adj. 不肥沃的；不毛的；不结果实的；不能生殖的
infinitive,"adj. 原形的，不定式的
n. 原形，原形动词，不定式"
influential,"adj. 有影响的；有势力的
n. 有影响力的人物"
influenza,n.  流行性感冒（简写flu）；家畜流行性感冒
inimitable,adj. 独特的；无比的；无法仿效的
in-laws,n. 姻亲（无血缘关系的亲戚）
innkeeper,n. 客栈老板；旅馆主人
insecticide,n. 杀虫剂
insignificant,adj. 无关紧要的
insincere,adj. 不诚实的；虚假的
insulation,n. 绝缘；隔离，孤立
insulator,n.  绝缘体；从事绝缘工作的工人
intercom,n. 对讲机；内部通话装置
intercontinental,adj. 洲际的；大陆间的
interdependent,adj. 相互依赖的；互助的
interviewee,n. 被接见者；被访问者
interviewer,n. 采访者；会见者；面谈者；进行面试者
intestine,"n. 肠
adj. 内部的；国内的"
intonation,n. 声调，语调；语音的抑扬
introductory,adj. 引导的，介绍的；开端的
invaluable,adj. 无价的；非常贵重的
invariable,"n. 常数；不变的东西
adj. 不变的；常数的"
inventory,n. 存货，存货清单；详细目录；财产清册
investor,n. 投资者
invisible,adj. 无形的，看不见的；无形的；不显眼的，暗藏的
inviting,"v. 邀请（invite的ing形式）
adj. 诱人的；有魅力的"
irrelevant,adj. 不相干的；不切题的
irresistible,adj. 不可抵抗的；不能压制的；极为诱人的
irresponsible,adj. 不负责任的；不可靠的
Islam,n. 伊斯兰教
isle,"n. 岛
vt. 使成为岛屿
vi. 住在岛屿上"
Israel,n. 以色列（亚洲国家）；犹太人，以色列人
Israeli,"n. 以色列人
adj. 以色列的；以色列人的"
Italian,"n. 意大利人；意大利语
adj. 意大利的；意大利文化的；意大利语的"
jack,"n. 千斤顶； 插座；男人
adj. 雄的
vt. 增加；提醒；抬起；用千斤顶顶起某物"
jade,"n. 翡翠； 碧玉；老马
adj. 玉制的；绿玉色的
vt. 使疲倦
vi. 疲倦"
janitor,"n. 看门人；守卫；门警
n. 清洁工"
jelly,"n. 果冻；胶状物
vi. 成胶状
vt. 使结冻"
Jesus,n. 耶稣（上帝之子）；杰西（男子名）
journal,n. 日报，杂志；日记；分类账
jug,"n.  水壶；监牢
vt. 关押；放入壶中
vi. 模仿夜莺叫"
junk,n. 垃圾，废物；舢板
Jupiter,n.  木星；朱庇特（罗马神话中的宙斯神）
kaleidoscope,n. 万花筒；千变万化
karat,n. 开（黄金成色单位）；克拉（宝石的重量单位，等于carat）
karate,n. 空手道（日本的一种徒手武术）
kerosene,n. 煤油，火油
kerosine, 火油
ketchup,n. 番茄酱
keyhole,"n. 锁眼； 键孔
adj. 显示内情的"
keynote,"n. 基调；主旨；主音
vt. 给…定基调；说明基本政策
vi. 作主旨发言"
khaki,"n. 卡其色；卡其布
adj. 卡其色的；黄褐色的；卡其布做的"
kidney,n.  肾脏；腰子；个性
kilobyte,
kiosk,n. 凉亭；公用电话亭；报摊
kitten,"n. 小猫；小动物
vi. 产小猫"
knapsack,n. 背包
knight,"n. 骑士，武士；爵士
vt. 授以爵位"
knighthood,n. 骑士；骑士身份
knob,"n. 把手；瘤；球形突出物
vi. 鼓起
vt. 使有球形突出物"
knowledgeable,adj. 知识渊博的，有知识的；有见识的；聪明的
knuckle,"n. 关节；指关节；指节；膝关节；肘
vi. 开始认真工作
vt. 用指关节敲打"
Koran,n. 《可兰经》，《古兰经》（伊斯兰教）
Korean,"adj. 韩国人的；韩国语的；朝鲜人的；朝鲜语的
n. 韩国人；韩国语；朝鲜人；朝鲜语"
laborer,n. 劳动者；工人
labourer,n. 劳动者；劳工
labyrinth,n. 迷宫； 迷路；难解的事物
lad,n. 少年，小伙子；家伙
ladybird,n. 瓢虫
landing,"n. 登陆；码头；楼梯平台
v. 登陆（land的ing形式）"
landlady,n. 女房东；女地主；女店主
landlord,n. 房东，老板；地主
landmark,"n. 陆标；地标；界标；里程碑；纪念碑；地界标；划时代的事
adj. 有重大意义或影响的"
landowner,n. 地主，土地所有者
laptop,n. 膝上型轻便电脑，笔记本电脑
lark,"n. 云雀；百灵鸟；欢乐
vi. 骑马玩乐；嬉耍
vt. 愚弄"
larva,n.  幼体， 幼虫
laser,n. 激光
lass,n. 小姑娘；情侣；（苏格兰）女佣
lasting,"adj. 持久的；永恒的
n.  厚实斜纹织物
v. 持续；维持（last的ing形式）"
lastly,adv. 最后，终于
laundry,n. 洗衣店，洗衣房；要洗的衣服；洗熨；洗好的衣服
laureate,"adj. 戴桂冠的；荣誉的
n. 桂冠诗人；得奖者
vt. 使戴桂冠"
lava,n. 火山岩浆；火山所喷出的熔岩
lavatory,n. 厕所，盥洗室
lawful,adj. 合法的；法定的；法律许可的
layer,"n. 层，层次；膜；压条；放置者，计划者
vt. 把…分层堆放；借助压条法；生根繁殖；将（头发）剪成不同层次
vi. 形成或分成层次；通过压条法而生根"
layman,n. 外行；门外汉；俗人；一般信徒
layout,n. 布局；设计；安排；陈列
lb,abbr. 救生船（Lifeboat）
leaflet,n. 小叶；传单
learning,"n. 学习；学问
v. 学习（learn的现在分词）"
leather,"n. 皮革；皮革制品
vt. 用皮革包盖；抽打
adj. 皮的；皮革制的"
lecturer,n. 讲师，演讲者
left-handed,adj. 左撇的；用左手的；笨拙的
leftover,"n. 残留物；吃剩的饭菜；剩余物
adj. 残余的；吃剩的"
legion,"n. （古罗马）军团；众多；军队
adj. 众多的；大量的"
lens,"n. 透镜，镜头；眼睛中的水晶体；晶状体；隐形眼镜；汽车的灯玻璃
vt. 给……摄影"
leopard,n. 豹；美洲豹
lettuce,n.  生菜；莴苣；（美）纸币
lichen,"n. 地衣；青苔
vt. 使长满地衣"
lieutenant,n. 中尉；副官；助理人员
lighter,"n. 打火机；驳船；点火者
vt. 驳运
adj. 明亮的；光明的；照明好的；光线充足的"
lighthouse,n. 灯塔
likelihood,n. 可能性，可能
likewise,adv. 同样地；也
lily,"n. 百合花，百合；类似百合花的植物；洁白之物
adj. 洁白的，纯洁的"
limb,"n. 肢，臂；分支；枝干
vt. 切断…的手足；从…上截下树枝"
lime,"n. 石灰；酸橙；绿黄色
vt. 撒石灰于；涂粘鸟胶于
adj. 绿黄色的"
limestone,n.  石灰岩
limousine,n. 豪华轿车；大型豪华轿车
linen,"n. 亚麻布，亚麻线；亚麻制品
adj. 亚麻的；亚麻布制的"
liner,n. 班轮，班机；衬垫；画线者
lioness,n. 母狮子；雌狮
lipstick,"n. 口红；唇膏
vt. 涂口红
vi. 涂口红"
liver,n. 肝脏；生活者，居民
lizard,n. 蜥蜴；类蜥蜴爬行动物
lobster,"n. 龙虾
龙虾肉"
locker,n. 柜，箱；上锁的人；有锁的橱柜；锁扣装置；有锁的存物柜
locust,n.  蝗虫， 蚱蜢
longevity,n. 长寿，长命；寿命
longitude,n.  经度；经线
lottery,n. 彩票；碰运气的事，难算计的事；抽彩给奖法
loudspeaker,n. 喇叭，扬声器；扩音器
lovable,adj. 可爱的，讨人喜欢的
loving,adj. 亲爱的；钟情的；忠诚的
lower,"vt. 减弱，减少；放下，降下；贬低
vi. 降低；减弱；跌落
adj. 下游的；下级的；下等的"
luncheon,n. 午宴；正式的午餐会
lute,"n. 琵琶
vi. 弹诗琴
vt. 弹诗琴表达；用封泥封"
macho,"adj. 大男子气概的
n. 强壮男子；大丈夫"
mackintosh,n. 橡皮布防水衣；橡皮布
magnesium,n.  镁
mahogany,n. 桃花心木，红木；红褐色
maid,"n. 女仆；少女
vt. 侍候；做新娘的女傧相
vi. 当女仆"
mainland,"n. 大陆；本土
adj. 大陆的；本土的"
mainstream,n. 主流
maize,"adj. 黄色的，玉米色的
n. 玉米；黄色，玉米色"
malaria,n.  疟疾；瘴气
mall,n. 购物商场；林荫路；铁圈球场
mammal,n.  哺乳动物
mango,n.  芒果
manhood,n. 成年；男子；男子气概
manly,"adj. 男子气概的；强壮的；适于男人的
adv. 雄赳赳地"
manpower,n. 人力；人力资源；劳动力
mansion,n. 大厦；宅邸
maple,n. 枫树；淡棕色
margarine,n. 人造黄油；人造奶油
maritime,adj. 海的；海事的；沿海的；海员的
marked,"adj. 显著的；有记号的
v. 表示（mark的过去分词）；作记号；打分数"
marker,n. 记分员；书签；标识物；作记号的人
marketing,"n. 行销，销售
v. 出售；在市场上进行交易；使…上市（market的ing形式）"
marmalade,"n. 橘子或柠檬等水果制成的果酱
vt. 涂橘子或柠檬酱于…
adj. 橘子酱色的"
marrow,n. 髓，骨髓；精华；活力
Mars,n. 战神； 火星
marsh,"n. 沼泽；湿地
adj. 沼泽的；生长在沼泽地的"
martyr,"vt. 牺牲；折磨；杀害
n. 烈士；殉道者"
Marxist,"n. 马克思主义者
adj. 马克思主义的"
mason,n. 梅森（男子名）
massage,"vt. 按摩；揉
n. 按摩；揉"
mast,"n. 桅杆；柱；橡树果实
vt. 在…上装桅杆"
materialism,n. 唯物主义；唯物论；物质主义
mathematical,adj. 数学的，数学上的；精确的
mathematician,"n. 数学家
善作数字计算的人"
mattress,n. 床垫；褥子；空气垫
mayor,n. 市长
meadow,n. 草地；牧场
Mediterranean,"n. 地中海
adj. 地中海的"
memo,n. 备忘录
memoir,n. 回忆录；研究报告；自传；实录
memorable,adj. 显著的，难忘的；值得纪念的
memorial,"n. 纪念碑，纪念馆；纪念仪式；纪念物
adj. 记忆的；纪念的，追悼的"
mentality,n. 心态； 智力；精神力；头脑作用
merchandise,"n. 商品；货物
vt. 买卖；推销
vi. 经商"
mercury,n. 水星
messenger,n. 报信者，送信者；先驱
metabolism,n.  新陈代谢
metallic,adj. 金属的，含金属的
metaphor,n. 暗喻，隐喻；比喻说法
metric,"adj. 公制的；米制的；公尺的
n. 度量标准"
metro,n. 地铁；大都市；伦敦地下铁道；麦德隆（财富500强公司之一，总部所在地德国，主要经营零售）
metropolis,n. 大都市；首府；重要中心
Mexican,"adj. 墨西哥的；墨西哥人的
n. 墨西哥人；墨西哥语"
microchip,n. 微型集成电路片，微芯片
microcomputer,n. 微电脑； 微型计算机
microorganism,n.  微生物；微小动植物
microphone,n. 扩音器，麦克风
microprocessor,n.  微处理器
microscope,n. 显微镜
mid,"adj. 中间的；中央的
prep. 在…之中"
middleman,n. 中间人；经纪人；调解人
midway,"n. 中途；娱乐场
adj. 中途的
adv. 中途"
midwife,"n. 助产士；促成因素
vt. 助胎儿出生；促成"
mighty,"adj. 有力的；强有力的；有势力的
adv. 很；极；非常
n. 有势力的人"
mileage,n. 英里数
milometer,n. 计程表
mileometer,n. 计程表
milestone,n. 里程碑，划时代的事件
milkman,n. 牛奶商；送奶工人；挤奶员工
millimetre,n. 毫米；公厘
millimeter,n.  毫米
millionaire,"n. 百万富翁；大富豪
adj. 100万以上人口的"
minefield,n. 布雷区；充满隐伏危险的事物
miner,n. 矿工；开矿机
mineral,"n. 矿物；（英）矿泉水；无机物；苏打水（常用复数表示）
adj. 矿物的；矿质的"
ministry,n. （政府的）部门
mint,"n. 薄荷； 造币厂，巨款
vt. 铸造，铸币
adj. 完美的"
misapprehension,n. 误解；误会
misbehavior,n. 品行不端；不礼貌（等于misbehaviour）
misbehaviour,n. 不正当举止；行为无礼貌
miscalculate,"vt. 算错；估计错误
vi. 算错；判断错误"
miser,n. 守财奴；吝啬鬼；（石油工程上用的）凿井机
mixer,n. 混合器；搅拌器； 混频器
mixture,n. 混合；混合物；混合剂
modem,n. 调制解调器（等于modulator-demodulator）
modernism,n. 现代主义；现代思想；现代作风
mole,n. 鼹鼠；痣；防波堤；胎块；间谍
molecule,n.  分子；微小颗粒，微粒
monarch,n. 君主，帝王；最高统治者
monastery,n. 修道院；僧侣
monetary,adj. 货币的；财政的
Mongolian,"n. 蒙古人；蒙古语
adj. 蒙古人的；蒙古语的"
monk,n. 僧侣，修道士；和尚
monolog,n. 独白，独角戏
monologue,n. 独白
moonlight,"adj. 月夜的；有月光的
n. 月光
v. 兼职，夜袭"
moonlighting,n. 夜间活动；夜袭；（尤指夜间）从事第二职业
moor,"vt. 系住；使停泊
n. 沼泽；荒野"
mosque,n. 清真寺
moss,"n. 苔藓；泥沼
vt. 使长满苔藓"
mostly,adv. 主要地；通常；多半地
motel,n. 汽车旅馆
moth,n. 蛾；蛀虫
motorist,n. 驾车旅行的人，开汽车的人
motorway,n. 高速公路，汽车高速公路
motto,n. 座右铭，格言；箴言
mustache,n. 胡子，髭
moustache,n. 小胡子；髭；触须
mow,"n. 草堆；皱眉；谷堆
vt. 割草；收割庄稼
vi. 割草；收割庄稼"
muddy,"adj. 泥泞的；模糊的；混乱的
vt. 使污浊；使沾上泥；把…弄糊涂
vi. 变得泥泞；沾满烂泥"
muffle,"vt. 蒙住；裹住；抑制；发低沉的声音
n. 低沉的声音；消声器；包裹物（如头巾，围巾等）；唇鼻部"
mug,"n. 杯子；脸；苦读者
vi. 扮鬼脸，做怪相
vt. 行凶抢劫"
mule,n. 骡；倔强之人，顽固的人；杂交种动物
multimedia,"n. 多媒体
adj. 多媒体的"
multinational,"adj. 跨国公司的；多国的
n. 跨国公司"
municipal,adj. 市政的，市的；地方自治的
Muslim,"n. 穆斯林；穆罕默德信徒
adj. 伊斯兰教的"
mustard,n. 芥末；芥菜；深黄色；强烈的兴趣
napkin,n. 餐巾；餐巾纸；尿布
nappy,"n. 尿布
adj. 起毛的"
narcotic,"adj. 麻醉的；有麻醉作用的；催眠的
n.  麻醉药；镇静剂；起麻醉作用的事物"
