enable,vt. 使能够，使成为可能；授予权利或方法
yard,"n. 院子；码（英制中丈量长度单位，1码=3英尺）；庭院；帆桁
vt. 把…关进或围在畜栏里"
swimming,"n. 游泳；目眩
adj. 游泳的；游泳用的；善于游泳的；晕眩的
v. 游泳；漂浮；旋转（swim的ing形式）"
textbook,n. 教科书，课本
food,n. 食物；养料
height,n. 高地；高度；身高；顶点
seagull,n. 海鸥
quake,"vi. 震动；颤抖
n. 地震；颤抖"
net,"n. 网；网络；净利；实价
vi. 编网
vt. 得到；净赚；用网捕
adj. 纯粹的；净余的"
cab,"n. 驾驶室；出租汽车；出租马车
vi. 乘出租马车（或汽车）"
stocking,n. 长袜
huge,adj. 巨大的；庞大的；无限的
vast,"n. 浩瀚；广阔无垠的空间
adj. 广阔的；巨大的；大量的；巨额的"
dumpling,n. 饺子，汤团；面团布丁
deed,"n. 行动；功绩；证书； 契据
vt. 立契转让"
perhaps,"n. 假定；猜想；未定之事
adv. 或许；（表示不确定）也许；（用于粗略的估计）或许；（表示勉强同意或其实不赞成）也许；可能"
sleep,"n. 睡眠
vi. 睡，睡觉"
sleepy,adj. 欲睡的；困乏的；不活跃的
human,"n. 人；人类
adj. 人的；人类的"
funny,"n. 滑稽人物；笑话，有趣的故事；滑稽连环漫画栏；（英）（比赛用）单人双桨小艇
adj. 有趣的，好笑的，滑稽的；（口）稀奇的，古怪的，奇异的；有病的，不舒服的；狡猾的，欺骗（性）的，可疑的，不光明"
ago,"adj. 以前的；过去的
adv. 以前，以往"
eraser,n. 橡皮；擦除器； 清除器
metal,"n. 金属；合金
vt. 以金属覆盖
adj. 金属制的"
idea,n. 想法；主意；概念
lid,"n. 盖子；眼睑；限制
vt. 给…盖盖子"
rid,vt. 使摆脱；使去掉
get rid of,"na. 除掉；摆脱；撵走
 除去；去掉；处理掉"
gym,n. 健身房；体育；体育馆
dig,"n. 戳，刺；挖苦
vi. 挖掘
vt. 挖，掘；探究"
word,"n.  单词；话语；消息；诺言；命令
vt. 用言辞表达"
if,"conj. （表条件）如果；即使；是否；（表假设）假如
n. 条件；设想"
onion,n. 洋葱；洋葱头
coin,"n. 硬币，钱币
vt. 铸造（货币）；杜撰，创造"
hen,n. 母鸡；女人；雌禽
amaze,vt. 使吃惊
sob,"n. 啜泣，呜咽
vt. 哭诉，啜泣
vi. 啜泣，呜咽；（风等）发出呜咽声"
inside,"prep. 少于；在…之内
n. 里面；内部；内情；内脏
adj. 里面的；内部的；秘密的
adv. 在里面"
dull,"adj. 钝的；迟钝的；无趣的；呆滞的；阴暗的
vt. 使迟钝；使阴暗；缓和
vi. 减少；变迟钝"
fox,"n. 狐狸；狡猾的人
vt. 欺骗；使变酸
vi. 假装；耍狡猾手段"
war,"n. 战争，斗争；军事，战术；冲突，对抗，竞争
vi. 打仗，作战；对抗"
vest,"n. 背心；汗衫
vt. 授予；使穿衣
vi. 归属；穿衣服"
modern,"adj. 现代的，近代的；时髦的
n. 现代人；有思想的人"
job,"n. 工作；职业
vt. 承包；代客买卖
vi. 做零工"
ski,"n. 滑雪橇
vi. 滑雪
adj. 滑雪（用）的"
skis,"n. 滑雪板（ski的复数）
v. 滑雪；给…装上滑橇（ski的第三人称单数）"
court,"n. 法院；球场；朝廷；奉承
vt. 招致（失败、危险等）；向…献殷勤；设法获得
vi. 求爱"
tin,"n. 锡；罐头，罐；马口铁
adj. 锡制的
vt. 涂锡于；给…包马口铁"
sky,"n. 天空；顶点
vt. 把…投向空中；把…挂得过高
vi. 踢或击高空球；把桨叶翘得过高；飞涨"
gun,"n. 枪支；枪状物；持枪歹徒
vt. 向…开枪；开大油门
vi. 用枪射击；加大油门快速前进"
joke,"n. 玩笑，笑话；笑柄
vt. 开…的玩笑
vi. 开玩笑"
wing,"n. 翼；翅膀；飞翔；派别；侧厅，耳房，厢房
vt. 使飞；飞过；空运；增加…速度；装以翼
vi. 飞行"
island,"n. 岛；岛屿；安全岛；岛状物
adj. 岛的
vt. 孤立；使成岛状"
illness,n. 病；疾病
bathroom,n. 浴室；厕所；盥洗室
smile,"n. 微笑；笑容；喜色
vt. 微笑着表示
vi. 微笑"
jump,"n. 跳跃；暴涨；惊跳
vt. 跳跃；使跳跃；跳过；突升
vi. 跳跃；暴涨；猛增"
star,"n. 星，恒星；明星；星形物
adj. 明星的，主角的；星形的
vt. 用星号标于；由…主演，由…担任主角
vi. 担任主角"
horse,"n. 马；骑兵；脚架；海洛因
vt. 使骑马；系马于；捉弄
vi. 骑马；作弄人"
student,n. 学生；学者
candy,"n. 糖果（等于sweets）；冰糖（等于sugar candy，rock candy）；毒品
adj. 新潮的（服饰）；甜言蜜语的
vt. 用糖煮；使结晶为砂糖；美化
vi. 糖煮；成为结晶"
junior,"adj. 年少的；后进的；下级的
n. 年少者，晚辈；地位较低者；大学三年级学生"
planet,n. 行星
shy,"n. 投掷；惊跳
adj. 害羞的；畏缩的，胆怯的
vi. 投；畏缩；惊退；厌恶
vt. 投；乱掷"
wallet,n. 钱包，皮夹
rose,"n. 玫瑰；粉红色；蔷薇（花）；粉红色的葡萄酒
adj. 玫瑰花的；玫瑰色的；粉红色的；带有玫瑰香味的
vt. 使成玫瑰色，使（面颊）发红；使有玫瑰香味
vi. 起义( rise的过去式)；升起；（数量）增加；休会"
turkey,n. 土耳其（横跨欧亚两洲的国家）
just,"adv. 只是，仅仅；刚才，刚刚；正好，恰好；实在；刚要
adj. 公正的，合理的；正直的，正义的；正确的；公平的；应得的"
cousin,n. 堂兄弟姊妹；表兄弟姊妹
educate,"vt. 教育；培养；训练
vi. 教育；训练"
body,"n. 身体；主体；大量；团体；主要部分
vt. 赋以形体"
hill,n. 小山；丘陵；斜坡；山冈
worse,"n. 更坏的事；更恶劣的事
adj. 更坏的；更差的；更恶劣的（bad的比较级）；（病情）更重的（ill的比较级）
adv. 更糟；更坏；更恶劣地；更坏地"
lack,"vt. 缺乏；不足；没有；需要
vi. 缺乏；不足；没有
n. 缺乏；不足"
clerk,"n. 职员，办事员；店员；书记；记账员；<古>牧师，教士
vi. 当销售员，当店员；当职员"
size,"n. 大小；尺寸
adj. 一定尺寸的
vt. 依大小排列
vi. 可比拟"
pin,"n. 大头针，别针，针；栓；琐碎物
vt. 钉住；压住；将……用针别住"
plus,"prep. 加，加上
n. 正号，加号；好处；附加额
adj. 正的；附加的"
language,n. 语言；语言文字；表达能力
endless,adj. 无止境的；连续的；环状的；漫无目的的
smoker,n. 吸烟者；薰制工
zone,  地带、地区（德语）
midnight,"n. 午夜，半夜12点钟
adj. 半夜的；漆黑的"
large,"adj. 大的；多数的；广博的
adv. 大大地；夸大地
n. 大"
huge,adj. 巨大的；庞大的；无限的
stamp,"n. 邮票；印记；标志；跺脚
vt. 铭记；标出；盖章于…；贴邮票于…；用脚踩踏
vi. 跺脚；捣碎；毁掉"
metre,n. 米；公尺；韵律
meter,"n. 米；仪表； 公尺；韵律
vt. 用仪表测量
vi. 用表计量"
plane,"n. 飞机；平面；程度，水平
adj. 平的；平面的
vt. 刨平；用刨子刨；掠过水面
vi. 刨；乘飞机旅行；翱翔"
ice,"n. 冰；冰淇淋；矜持；（俚）钻石
adj. 冰的
vt. 冰镇；结冰
vi. 结冰"
icy,adj. 冰冷的；冷淡的；结满冰的
sick,"adj. 厌恶的；病态的；不舒服；渴望的；恶心的 ；生病的
n. 病人
vt. 使狗去咬；呕吐；追击"
sickness,n. 疾病；呕吐；弊病
last,"n. 末尾，最后；上个；鞋楦（做鞋的模型）
adj. 最后的；最近的，最新的；仅剩的；最不可能…的
vi. 持续；维持，够用；持久
vt. 度过，拖过；使维持
adv. 最后地；上次，最近；最后一点"
at last,"na. 终于
 最后；最终；终於"
rot,"n. 腐烂；腐败；腐坏
vt. 使腐烂；使腐朽；使堕落
vi. 腐烂；腐败；堕落
int. （表示厌恶、蔑视、烦恼等）胡说；糟了"
X-ray,
mat,"n. 垫；垫子；衬边
vt. 缠结；铺席于……上
vi. 纠缠在一起
adj. 无光泽的"
laugh,"n. 笑；引人发笑的事或人
vi. 笑
vt. 以笑表示；使…笑得"
laugh at,"na. 嘲笑；付之一笑；因…而发笑
 因……而发笑；取笑；因…而笑"
mad,"adj. 疯狂的；发疯的；愚蠢的；着迷的
n. 狂怒"
name,"n. 名称，名字；姓名；名誉
vt. 命名，任命；指定；称呼；提名；叫出
adj. 姓名的；据以取名的"
pair,"n. 一对，一双，一副
vt. 把…组成一对"
lesson,"n. 教训；课
vt. 教训；上课"
vice,"prep. 代替
n. 恶习；缺点； 老虎钳；卖淫
adj. 副的；代替的
vt. 钳住"
book,"n. 书籍；卷；帐簿；名册；工作簿
vt. 预订；登记"
scarf,"n. 围巾；嵌接，嵌接处；头巾领巾
vt. 披嵌接；用围巾围"
scarves,n. 围巾；领带（scarf的复数）；截面
scarfs, 肩上的披巾;  头巾;  围巾;  领带
bargain,"n. 交易；便宜货；契约
v. 讨价还价；议价；(谈价钱后)卖"
level,"n. 水平；标准；水平面
adj. 水平的；平坦的；同高的
vi. 瞄准；拉平；变得平坦
vt. 使同等；对准；弄平"
magic,"n. 巫术；魔法；戏法
adj. 不可思议的；有魔力的；魔术的"
print,"n. 印刷业；印花布；印刷字体；印章；印记
vt. 印刷；打印；刊载；用印刷体写；在…印花样
vi. 印刷；出版；用印刷体写"
safe,"n. 保险箱；冷藏室；纱橱
adj. 安全的；可靠的；平安的"
under,"prep. 低于，少于；在...之下
adj. 下面的；从属的
adv. 在下面；在下方"
camp,"n. 露营
vt. 扎营；使扎营
vi. 露营；扎营"
small,"n. 小件物品；矮小的人
adj. 少的，小的；微弱的；几乎没有的；不重要的；幼小的
adv. 小小地；卑鄙地"
wall,"n. 墙壁，围墙；似墙之物
adj. 墙壁的
vt. 用墙围住，围以墙"
king,"n. 国王；最有势力者；王棋
vi. 统治；做国王
vt. 立…为王
adj. 主要的，最重要的，最大的"
blackboard,n. 黑板
lift,"vt. 举起；提升；鼓舞；空运；抄袭
vi. 消散；升起；耸立
n. 电梯；举起；起重机；搭车"
apartment,n. 公寓；房间
manager,n. 经理；管理人员
open,"adj. 公开的；敞开的；空旷的；坦率的；营业着的
vi. 开始；展现
vt. 公开；打开
n. 公开；空旷；户外"
paper,"n. 纸；论文；文件；报纸
adj. 纸做的
vt. 用纸糊；用纸包装
vi. 贴糊墙纸；发交通违章传票"
pole,
sunshine,n. 阳光；愉快；晴天；快活
policeman,n. 警察，警员； 淀帚（橡皮头玻璃搅棒）
policemen,n. 警察（policeman的复数形式）
lunch,"n. 午餐
vt. 吃午餐；供给午餐
vi. 吃午餐；供给午餐"
market,"n. 市场；行情；股票市场；市面；集市；销路；商店
vt. 在市场上出售
vi. 做买卖"
period,"n. 周期，期间；时期；月经；课时；（语法学）句点，句号
adj. 某一时代的"
sea,n. 海；海洋；许多；大量
ocean,n. 海洋；大量；广阔
thank,"n. 感谢
vt. 感谢
int. 谢谢"
wonderful,adj. 极好的，精彩的，绝妙的；奇妙的；美妙；胜；神妙
spokesman,n. 发言人；代言人
cattle,n. 牛；牲畜（骂人的话）；家畜；无价值的人
toilet,"n. 厕所，盥洗室；梳妆，打扮
vt. 给…梳妆打扮
vi. 梳妆，打扮"
light,"n. 光；光线；灯；打火机；领悟；浅色；天窗
adj. 轻的；浅色的；明亮的；轻松的；容易的；清淡的
vi. 点着；变亮；着火
vt. 照亮；点燃；着火
adv. 轻地；清楚地；轻便地"
must,"aux. 必须，一定；可以，应当；很可能
n. 绝对必要的事物；未发酵葡萄汁"
near,"adj. 近的；亲近的；近似的
adv. 近；接近
prep. 靠近；近似于"
ring,"n. 戒指；铃声，钟声；拳击场；环形物
vi. 按铃；敲钟；回响；成环形
vt. 按铃；包围；敲钟；套住"
western,"n. 西方人；西部片，西部小说
adj. 西方的，西部的；有西方特征的"
birth,n. 出生；血统，出身；起源
guitar,"n. 吉他，六弦琴
vi. 弹吉他"
grade,"n. 年级；等级；成绩；级别；阶段
vt. 评分；把…分等级
vi. 分等级；逐渐变化"
pretty,"n. 有吸引力的事物（尤指饰品）；漂亮的人
adj. 漂亮的；可爱的；优美的
adv. 相当地；颇"
hospital,n. 医院
medical,"adj. 医学的；药的；内科的
n. 医生；体格检查"
pure,adj. 纯的；纯粹的；纯洁的；清白的；纯理论的
shelf,n. 架子；搁板；搁板状物；暗礁
shelves,"n. 架子（shelf 的复数）
v. 装架（shelve的第三人称单数形式）"
unless,"conj. 除非，如果不
prep. 除…之外"
mess,"n. 混乱；食堂，伙食团；困境；脏乱的东西
vt. 弄乱，弄脏；毁坏；使就餐
vi. 把事情弄糟；制造脏乱；玩弄"
maybe,"adv. 也许；可能；大概
n. 可能性；不确定性"
fly,"n. 飞行；苍蝇；两翼昆虫
adj. 敏捷的
vi. 飞；驾驶飞机；飘扬
vt. 飞行；飞越；使飘扬"
pianist,n. 钢琴家；钢琴演奏者
piano,n. 钢琴
lip,"n. 嘴唇；边缘
vt. 以嘴唇碰
adj. 口头上的
vi. 用嘴唇"
meet,"vt. 满足；遇见；对付
vi. 相遇；接触
n. 集会
adj. 合适的；适宜的"
meeting,"n. 会议；会见；集会；汇合点
v. 会面；会合（meet的ing形式）"
spell,"n. 符咒；一段时间；魅力
vi. 拼字；轮替
vt. 拼，拼写；意味着；招致；拼成；迷住；轮值"
tip,"n. 小费；尖端；小建议，小窍门；轻拍
vt. 给小费；倾斜；翻倒；装顶端
vi. 给小费；翻倒；倾覆"
miss,"n. 女士，小姐，年轻未婚女子
vt. 错过，想念，缺（勤）"
ache,"n. 疼痛
vi. 疼痛；渴望"
madam,n. 夫人；女士；鸨母
anyhow,adv. 总之；无论如何；不管怎样
weekday,n. 平日，普通日；工作日
teacher,n. 教师；导师
like,"vt. 喜欢；想；愿意
vi. 喜欢；希望
prep. 像；如同
adj. 同样的；相似的
n. 爱好；同样的人或物
adv. 可能
conj. 好像"
as,"conj. 因为；随着；虽然；依照；当…时
prep. 如同；当作；以…的身份
adv. 同样地；和…一样的"
as if,"na. 彷佛；活像
 好像；仿佛；似乎"
merry,"adj. 愉快的；微醉的；嬉戏作乐的
n. 甜樱桃"
cheerful,adj. 快乐的；愉快的；高兴的
neighbor,"n. 邻居
adj. 邻近的
vi. 友好；毗邻而居
vt. 邻接"
neighbour,"n. n. 邻居;同胞；仁慈的人
vt. 邻接
vi. 住在邻近；毗邻；友善，和睦
adj. 邻居的；邻近的"
please,"int. 请（礼貌用语）
vt. 使喜欢；使高兴，使满意
vi. 讨人喜欢；令人高兴"
ride,"n. 骑；乘坐；交通工具；可供骑行的路；（乘坐汽车等的）旅行；乘骑；（乘车或骑车的）短途旅程；供乘骑的游乐设施
vi. 骑马；乘车；依靠；漂浮
vt. 骑；乘；控制；（骑马、自行车等）穿越；搭乘；飘浮"
bent,"n. 爱好，嗜好
adj. 弯曲的；决心的"
quarter,"num. 四分之一
n. 四分之一；地区；季度；一刻钟；两角五分；节
vt. 将…四等分；供某人住宿
vi. 住宿；驻扎"
thousand,"n. 一千；一千个；许许多多
adj. 成千的；无数的"
ash,n. 灰；灰烬
surf,"vi. 作冲浪运动
vt. 在…冲浪
n. 海浪，拍岸浪"
list,"n.  列表；清单；目录
vi. 列于表上
vt. 列出；记入名单内"
back,"n. 后面；背部；靠背；足球等的后卫；书报等的末尾
adj. 后面的；过去的；拖欠的
vt. 支持；后退；背书；下赌注
adv. 以前；向后地；来回地；上溯；回来；回原处
vi. 后退；背靠；倒退"
reason,"n. 理由；理性；动机
vt. 说服；推论；辩论
vi. 推论；劝说"
alarm,"n. 闹钟；警报，警告器；惊慌
vt. 警告；使惊恐"
listen,"vi. 听，倾听；听从，听信
n. 听，倾听"
web,"n. 网；卷筒纸；蹼；织物；圈套
vt. 用网缠住；使中圈套
vi. 形成网"
south,"n. 南方，南边；南部
adj. 南的，南方的
adv. 在南方，向南方"
southern,"n. 南方人
adj. 南的；南方的"
wood,"n. 木材；木制品；树林
vt. 植林于；给…添加木柴
vi. 收集木材"
lab,n. 实验室，研究室
laboratory,n. 实验室，研究室
ad,n. 公元；广告（ad）
advertisement,n. 广告，宣传
football,"n. 足球，橄榄球
vi. 踢足球；打橄榄球"
son,n. 儿子；孩子（对年轻人的称呼）；男性后裔
dining,"n. 吃饭，进餐
v. 吃饭（dine的现在分词）"
post,"n. 岗位；邮件；标杆
vt. 张贴；公布；邮递；布置
vi. 快速行进"
message,"n. 消息；差使；启示；预言；广告词
vi. 报信，报告； 报文
vt. 通知"
